id,source,title,label,image_path_primary,valid_image_path,mm_pred_label,mm_confidence,mm_correct
gossipcop-882919,gossipcop,Julia Stiles Net Worth,real,images\test\gossipcop-882919_0_6a28701e4b.jpg,True,fake,0.6123311519622803,False
gossipcop-913538,gossipcop,Keshia Knight Pulliam's surprising pick for Celebrity Big Brother winner,real,images\test\gossipcop-913538_0_b3304b0bcd.jpg,True,fake,0.611203134059906,False
gossipcop-833460,gossipcop,"Inside the Quietly Adventurous Career of Jessica Biel, From 7th Heaven to The Sinner",real,,False,fake,0.6083984375,False
gossipcop-1757374802,gossipcop,The Internet's Most Savage Reactions to Kylie Jenner Naming Her Daughter Stormi,fake,images\test\gossipcop-1757374802_0_49eee1de7d.jpg,True,real,0.6076462864875793,False
gossipcop-9852868069,gossipcop,"Donald Trump Jr. Suggests Ron Perlman Knew About Harvey Weinstein’s Sexual Abuse, Calls Him a ‘Coward’ For Being Silent",fake,images\test\gossipcop-9852868069_0_d711c256f2.jpg,True,real,0.6075688600540161,False
gossipcop-5111151830,gossipcop,Blake Shelton from Dancing With the Stars: Special Guests!,fake,images\test\gossipcop-5111151830_0_ce80690d17.jpg,True,real,0.6037483215332031,False
gossipcop-7073979401,gossipcop,Jennifer Aniston's Revenge: Best Reactions to Brangelina Split,fake,images\test\gossipcop-7073979401_0_d8eef06799.jpg,True,real,0.6023529171943665,False
gossipcop-7744297225,gossipcop,Julie Bowen,fake,images\test\gossipcop-7744297225_0_01c31bf047.jpg,True,real,0.6018263101577759,False
gossipcop-893365,gossipcop,Zayn Malik And Gigi Hadid Are Celebrating Their Two Year Anniversary And Love Is Alive,real,,False,fake,0.6015318036079407,False
gossipcop-8666163098,gossipcop,Kylie Jenner Has Finally Been Spotted Out In Public,fake,images\test\gossipcop-8666163098_0_5b233d4268.jpg,True,real,0.5959309935569763,False
gossipcop-2118843089,gossipcop,Eva Mendes & Ryan Gosling's Home Is Bursting With Latin Culture & We're Obsessed,fake,images\test\gossipcop-2118843089_0_82d86eae5b.jpg,True,real,0.5942665934562683,False
gossipcop-255832279,gossipcop,"Kim Shares Throwback Photo of Kris and Caitlyn After Family Drama, Sending Fans into Overdrive",fake,images\test\gossipcop-255832279_0_d7eb81e0fc.jpg,True,real,0.593967080116272,False
gossipcop-915124,gossipcop,"Megan Fox Dishes on Balancing Romance, Kids and Designing Lingerie",real,,False,fake,0.5934190154075623,False
gossipcop-913915,gossipcop,Kanye West Reactivates Instagram to Wish Kim Kardashian a Happy Valentine's Day,real,images\test\gossipcop-913915_0_d2c65632c5.jpg,True,fake,0.5915723443031311,False
gossipcop-4224035489,gossipcop,Taylor Swift: F*ck The Virtue Signalling Left,fake,,False,real,0.5897752642631531,False
gossipcop-902921,gossipcop,Tamar’s Ex Vincent Herbert And Laura Govan Deny The Baby Rumors,real,,False,fake,0.5896350145339966,False
gossipcop-7697671735,gossipcop,Michael Fassbender and Alicia Vikander have gotten married in Ibiza,fake,images\test\gossipcop-7697671735_0_cb24ed0a0c.jpg,True,real,0.58588045835495,False
gossipcop-4835208673,gossipcop,Nathan Zellner - News,fake,,False,real,0.5843927264213562,False
gossipcop-4117140885,gossipcop,Justin Theroux and Aubrey Plaza: Intriguing New Couple Alert? – Wireler,fake,,False,real,0.5843100547790527,False
gossipcop-800399273,gossipcop,List of songs recorded by Adele,fake,,False,real,0.5839040279388428,False
gossipcop-1655879516,gossipcop,Here's Where Things Stand With Kim Kardashian and Kanye West,fake,images\test\gossipcop-1655879516_0_255dcadc40.jpg,True,real,0.5834218263626099,False
gossipcop-889100,gossipcop,Kate Winslet Sidesteps Questions About Woody Allen: 'It’s Just a Difficult Discussion',real,,False,fake,0.5814706087112427,False
gossipcop-848196,gossipcop,"Katy Perry, Jennifer Lopez Join James Corden's 'Carpool Karaoke' Primetime Special",real,images\test\gossipcop-848196_0_c8d9687c56.jpg,True,fake,0.5803787708282471,False
gossipcop-3373871711,gossipcop,Jamie Foxx and Katie Holmes Finally Out in Public As a Couple,fake,images\test\gossipcop-3373871711_0_89ab1bc7f6.jpg,True,real,0.5801813006401062,False
gossipcop-924756,gossipcop,How Kim Kardashian's Diet and Fitness Routine Left Her Feeling Stronger and Tighter,real,,False,fake,0.5790791511535645,False
gossipcop-5494601224,gossipcop,Judge Dismisses DJ David Mueller’s Case Against Taylor Swift,fake,images\test\gossipcop-5494601224_0_33283c474f.jpg,True,real,0.5782206058502197,False
gossipcop-4084135030,gossipcop,YogaEsoteric :: Macaulay Culkin: ‘Satanic’ Hollywood Execs Ritually Murder Child Actors ::,fake,images\test\gossipcop-4084135030_0_a4d21f2785.jpg,True,real,0.5770226716995239,False
gossipcop-874653,gossipcop,Jerry Lewis Dead: Comedy Legend Was 91 – Variety,real,images\test\gossipcop-874653_0_3039f3aa8e.jpg,True,fake,0.5746355056762695,False
gossipcop-7156354270,gossipcop,Countdown to the Royal Wedding: Why Meghan Markle Could Become the Next Princess Diana,fake,images\test\gossipcop-7156354270_0_690df07400.jpg,True,real,0.5734508633613586,False
politifact5469,politifact,White and Blue Fund ad,real,,False,fake,0.5731635093688965,False
gossipcop-920667,gossipcop,Zayn Malik and Gigi Hadid's relationship timeline,real,images\test\gossipcop-920667_0_bcc727e93d.jpg,True,fake,0.568871021270752,False
gossipcop-953564,gossipcop,"Taylor Swift, James Corden and Jennifer Hudson Cast in Cats Movie",real,,False,fake,0.5666594505310059,False
gossipcop-4844673896,gossipcop,Why Sandra Bullock and Bryan Randall Aren't Getting Engaged Anytime Soon,fake,images\test\gossipcop-4844673896_0_d63f6e9964.jpg,True,real,0.5664301514625549,False
gossipcop-4853076939,gossipcop,Savannah Chrisley Dumped By NBA Player Boyfriend Luke Kennard,fake,images\test\gossipcop-4853076939_0_2a09139e8d.jpg,True,real,0.5611862540245056,False
gossipcop-1329261407,gossipcop,Nicole Kidman: a stay at home Sunday girl,fake,images\test\gossipcop-1329261407_0_a3e2a5aa4f.jpg,True,real,0.5604551434516907,False
gossipcop-2586454156,gossipcop,The long goodbye: Irina Shayk gives Bradley Cooper a farewell kiss before leaving London,fake,images\test\gossipcop-2586454156_0_7c29f5175b.jpg,True,real,0.5598249435424805,False
politifact13897,politifact,Snoop Dogg Arrested For Conspiracy After Talking About His ‘Murder Trump’ Video,fake,,False,real,0.5594421029090881,False
gossipcop-949381,gossipcop,David and Victoria Beckham celebrate 19th wedding anniversary,real,images\test\gossipcop-949381_0_976991e8e5.jpg,True,fake,0.5582571029663086,False
gossipcop-841740,gossipcop,Mel B’s Sister Slams Abusive Husband Stephen Belafonte – “You Are A Sorry Excuse Of A Man!”,real,,False,fake,0.557976484298706,False
gossipcop-857140,gossipcop,‘Pirates of the Caribbean: Dead Men Tell No Tales’ Review: Johnny Depp Serves Up a Fifth of Frivolity,real,images\test\gossipcop-857140_0_0a93f09f11.jpg,True,fake,0.5574302077293396,False
gossipcop-893956,gossipcop,'American Horror Story': How 'Cult' Went Beyond Trump vs. Clinton,real,images\test\gossipcop-893956_0_5c15134b19.jpg,True,fake,0.5568428635597229,False
gossipcop-2187887628,gossipcop,Celebrities Share Tributes to Victims of the Barcelona Terror Attack,fake,,False,real,0.5557590126991272,False
gossipcop-900582,gossipcop,Kim Kardashian and Kanye West share their first family portrait in months,real,images\test\gossipcop-900582_0_b94e66749c.jpg,True,fake,0.5518797636032104,False
gossipcop-690037397,gossipcop,Desperate Ariel Winter Begging Boyfriend Levi To Get Her Pregnant ‘ASAP’!,fake,images\test\gossipcop-690037397_0_d719061076.jpg,True,real,0.5484748482704163,False
politifact15048,politifact,Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,fake,,False,real,0.5475306510925293,False
gossipcop-909631,gossipcop,Lady Gaga's Braid at the 2018 Grammys Is So Cool It Hurts,real,images\test\gossipcop-909631_0_75ace408b0.jpg,True,fake,0.5463239550590515,False
gossipcop-6982132348,gossipcop,Chris Pratt Cover Story: From Dadbod Sidekick to Rock-Hard Hero,fake,images\test\gossipcop-6982132348_0_7c16c04515.jpg,True,real,0.5439503192901611,False
gossipcop-870109,gossipcop,Josh Brolin’s Wife Hilariously Trolls Him Over The Size Of His Penis,real,,False,fake,0.5399886965751648,False
politifact14947,politifact,Bill Clinton’s Hitman Confesses On His Deathbed (SOURCE: HANNITY),fake,,False,real,0.5380429625511169,False
gossipcop-1952316280,gossipcop,"Steven Spielberg and Meryl Streep on Trump, News and Why 'The Post' Had to Be Made Now: ""Everyone I Know Is Scared""",fake,images\test\gossipcop-1952316280_0_a0f33bcebf.jpg,True,real,0.5366604328155518,False
gossipcop-3012501895,gossipcop,Shia Labeouf Hitting On Dakota Johnson During Movie Shoot?,fake,,False,real,0.535729169845581,False
politifact14394,politifact,BREAKING: Hillary Clinton Has Third Heart Attack-Docs Says She ‘Won’t Survive’,fake,,False,real,0.5351861715316772,False
gossipcop-3780210928,gossipcop,Kylie Jenner sneers that 'everyone is jealous' of her post baby body after being slammed for promoting 'dangerous' waist trainers,fake,images\test\gossipcop-3780210928_0_0f0f452a92.jpg,True,real,0.5343001484870911,False
gossipcop-5081601842,gossipcop,Trouble In Paradise: 15 Reasons Prince Harry And Meghan Markle Won’t Make It Down The Aisle,fake,,False,real,0.5339451432228088,False
gossipcop-1536255789,gossipcop,Kim Kardashian Trolling Her Own Bikini Pic on Instagram Is Everything,fake,,False,real,0.5322520136833191,False
gossipcop-951505,gossipcop,The truth about Michael J. Fox and Tracy Pollan's inspiring 30-year love story,real,,False,fake,0.5312145352363586,False
gossipcop-906329,gossipcop,"Kim Zolciak-Biermann and Kandi Burruss Get Into Sexually Explicit, Expletive-Filled Twitter War",real,,False,fake,0.5311731696128845,False
gossipcop-6251169316,gossipcop,Harry Styles: Why He Rules As HollywoodLife’s Star Of The Week,fake,,False,real,0.530715823173523,False
gossipcop-2157078973,gossipcop,A-Rod Has This to Say About Those Jennifer Lopez Engagement Rumors,fake,images\test\gossipcop-2157078973_0_d1f09b7aa9.jpg,True,real,0.5289251804351807,False
gossipcop-3529226336,gossipcop,Paris Jackson Strips Down To Play Cards,fake,,False,real,0.5275673866271973,False
gossipcop-888973,gossipcop,Chris Evans and Jenny Slate Spark Rumors of Reconciliation Through Twitter Exchange,real,,False,fake,0.5269867777824402,False
gossipcop-848488,gossipcop,Chris Pratt Apologizes in Sign Language to Hearing-Impaired Fans After Asking People to 'Turn Up the Volume' on Instagram,real,images\test\gossipcop-848488_0_8d4870362f.jpg,True,fake,0.5261302590370178,False
gossipcop-5627872766,gossipcop,Could Charlize Theron Get A Role In 'Wonder Woman 2'?,fake,images\test\gossipcop-5627872766_0_8d87caa462.jpg,True,real,0.5253348350524902,False
gossipcop-878724409,gossipcop,The 15 Saddest Taylor Swift Breakup Songs,fake,images\test\gossipcop-878724409_0_f0b39a34e1.jpg,True,real,0.5249546766281128,False
gossipcop-882904,gossipcop,Kim Kardashian says she would feel ‘safe’ in Paris following her 2016 robbery,real,,False,fake,0.5248871445655823,False
gossipcop-895746,gossipcop,"In the Age of Trump, Comfort Food TV Is Working",real,images\test\gossipcop-895746_0_8b9627c5dc.jpg,True,fake,0.5233119130134583,False
gossipcop-893296,gossipcop,Taylor Swift Attends SNL After-Party and Takes Selfie With Leslie Jones,real,,False,fake,0.5224311351776123,False
gossipcop-8789278055,gossipcop,Cannes Film Festival Pictures,fake,images\test\gossipcop-8789278055_0_1113509b73.jpg,True,real,0.5220900177955627,False
gossipcop-2970470770,gossipcop,Pregnancy Nightmare! Khloe Kardashian ‘Riddled With Anxiety’ And ‘Isolated’ While Expecting!,fake,images\test\gossipcop-2970470770_0_7011549a48.jpg,True,real,0.5211257338523865,False
gossipcop-2502492072,gossipcop,Kylie Jenner: Why She’s Crying Herself To Sleep Over Delivery Room Drama,fake,,False,real,0.5202112197875977,False
politifact13936,politifact,BREAKING: Autopsy Results From Vince Foster’s Exhumed Body–Cause Of Death To Be Changed,fake,,False,real,0.5173606872558594,False
politifact15270,politifact,Obama Announces Bid To Become UN Secretary General – Usa News,fake,,False,real,0.5153827667236328,False
gossipcop-902496,gossipcop,Jay-Z's 'Family Feud' Video Teaser Shows Him And Beyonce In A Confessional Box,real,,False,fake,0.5137529373168945,False
gossipcop-889508,gossipcop,Corey Feldman Wages $10 Million Campaign To Expose Hollywood Pedophile Ring,real,images\test\gossipcop-889508_0_e5c995dd45.jpg,True,fake,0.5132558941841125,False
gossipcop-406996664,gossipcop,Celebrities say goodbye to Barack Obama after farewell address,fake,images\test\gossipcop-406996664_0_32171cb205.jpg,False,real,0.5131935477256775,False
gossipcop-879076,gossipcop,Rihanna gives a flash of cleavage at NYFW show,real,images\test\gossipcop-879076_0_c38cf4bd1a.jpg,True,fake,0.5103311538696289,False
gossipcop-7694678050,gossipcop,Nick Jonas & Priyanka Chopra's Relationship Is Reportedly Instagram Official & Fans Are Loving It — PHOTO,fake,images\test\gossipcop-7694678050_0_7b5894364a.jpg,True,real,0.5090253949165344,False
gossipcop-912059,gossipcop,Sarah Ferguson: Why she was invited to Prince Harry’s wedding but NOT Prince William’s,real,images\test\gossipcop-912059_0_3e85bb04fd.jpg,True,fake,0.5084766149520874,False
gossipcop-7152128232,gossipcop,Star: Nicole Kidman asks waiters to only bring her half of the meals she orders,fake,images\test\gossipcop-7152128232_0_87b54ebab4.jpg,True,real,0.5073772072792053,False
gossipcop-947147,gossipcop,The Truth About the Complicated Relationship Between Meghan Markle and Her Father Thomas,real,,False,fake,0.5066741108894348,False
gossipcop-904827,gossipcop,"Harvey Weinstein Uses Emails From Jill Messick, Ben Affleck To Deny Rose McGowan Claims",real,images\test\gossipcop-904827_0_116f8cf2b6.jpg,True,fake,0.5066410303115845,False
gossipcop-580848065,gossipcop,25 Famous Women on Waxing and Shaving,fake,images\test\gossipcop-580848065_0_533c4e7e49.jpg,True,real,0.5048903822898865,False
gossipcop-902227,gossipcop,Ryan Phillippe shows off insanely chiseled bod shirtless in the snow,real,,False,fake,0.5041419267654419,False
gossipcop-911137,gossipcop,Chrissy Teigen May Have Seen Pregnant Kylie Jenner’s Baby Bump,real,images\test\gossipcop-911137_0_91d8c4189b.jpg,True,fake,0.503201425075531,False
politifact14225,politifact,Ivanka Trump: Father feels 'vindicated' after Comey hearing,real,,False,fake,0.5031448006629944,False
politifact466,politifact,Hillary Clinton Sits Down With Bill OReilly,real,,False,fake,0.5006856918334961,False
politifact1701,politifact,"Bill Clinton on Rush Limbaugh, His Mistakes, the Supreme Court and Middle East Peace",real,,False,fake,0.5006856918334961,False
gossipcop-915959,gossipcop,Jennifer Lawrence Is a Proud Middle-School Dropout,real,images\test\gossipcop-915959_0_f6fde56613.jpg,True,fake,0.5002517700195312,False
