id,source,title,label,valid_image_path,text_pred_label,text_correct,mm_pred_label,mm_correct,error_type
gossipcop-7876689717,gossipcop,Has ISIS hacked Meghan Markle's intimate photos to arm-twist royals and England?,fake,False,fake,True,fake,True,both_correct
gossipcop-8848998621,gossipcop,Brad Pitt is NOT dating Jennifer Lawrence despite claims,fake,True,fake,True,fake,True,both_correct
gossipcop-9016605294,gossipcop,A Timeline of All the Drama Between Justin Bieber and Selena Gomez,fake,True,fake,True,fake,True,both_correct
gossipcop-867593,gossipcop,"Aaron Carter arrested for DUI, possession 3 weeks after Syracuse 'health issues'",real,False,real,True,real,True,both_correct
gossipcop-5421604922,gossipcop,Jay Z & Beyonce: He Was Brought To Tears Holding ‘His New Son’ For The First Time Ever,fake,False,real,False,real,False,both_wrong
gossipcop-895746,gossipcop,"In the Age of Trump, Comfort Food TV Is Working",real,True,real,True,real,True,both_correct
gossipcop-7125233713,gossipcop,Blake Shelton & Gwen’s Baby Plans: ‘Surrogacy & Adoption’ Were Discussed On Mother’s Day,fake,False,fake,True,fake,True,both_correct
gossipcop-3373871711,gossipcop,Jamie Foxx and Katie Holmes Finally Out in Public As a Couple,fake,True,fake,True,real,False,text_only_correct
gossipcop-943849,gossipcop,Kelly Clarkson to Be Honored With Icon Award at 2018 Radio Disney Music Awards,real,True,real,True,real,True,both_correct
gossipcop-9245155922,gossipcop,Khloe Kardashian Responds to O.J. Simpson Rumors: Is He Her Father?!,fake,False,fake,True,fake,True,both_correct
gossipcop-9496768130,gossipcop,Spooky Sounds & Strange Shadows! Keith & Nicole’s Dream Home Haunted By King Of Pop,fake,True,real,False,real,False,both_wrong
gossipcop-933665,gossipcop,Christina Aguilera Announces First Tour In Over A Decade Will Travel Across North America This Fall,real,True,real,True,real,True,both_correct
gossipcop-6998565068,gossipcop,"Britney Spears mobbed by fans on first visit to Israel, cancels dinner with PM Benjamin Netanyahu- Entertainment News, Firstpost",fake,False,fake,True,fake,True,both_correct
gossipcop-907611,gossipcop,Shop Meghan Markle's Royal Duchess Style,real,True,real,True,real,True,both_correct
gossipcop-881600,gossipcop,Halle Berry Goes on Romantic Dinner Date With Alex Da Kid After Going Public With New Romance: Pic!,real,True,fake,False,fake,False,both_wrong
politifact15475,politifact,"National Guard Storms Mexico Border, Makes Game-Changing Impact In Just 30 Days",fake,False,real,False,real,False,both_wrong
gossipcop-935035,gossipcop,Katherine Heigl Talks Joining Suits —and How Her Mom Helped Her Get the Gig,real,False,fake,False,real,True,multimodal_only_correct
gossipcop-1768508809,gossipcop,Jessica Simpson Is Jealous Of Mandy Moore's 'This Is Us' Success,fake,True,fake,True,fake,True,both_correct
gossipcop-862415,gossipcop,George Clooney’s Tequila Company Sold for Up to $1 Billion,real,False,fake,False,fake,False,both_wrong
gossipcop-8385288350,gossipcop,Angelina Jolie Gets New Divorce Lawyer Amid Brad Pitt Custody Battle,fake,True,fake,True,fake,True,both_correct
gossipcop-4992887613,gossipcop,Kim Kardashian and Kanye West Are Reportedly Building a $50K Pool,fake,True,fake,True,fake,True,both_correct
gossipcop-6982710185,gossipcop,Celebrities React to Hurricane Irma,fake,True,fake,True,fake,True,both_correct
gossipcop-5669041678,gossipcop,Kendall   Kylie Jenner Jenner NOT Upset Upset Over Caitlyn Engagement Engagement Despite Report,fake,False,fake,True,fake,True,both_correct
gossipcop-894421,gossipcop,Tim Allen reveals 'The Santa Clause' originally had a very morbid twist,real,False,real,True,real,True,both_correct
politifact542,politifact,Interview with Sen John McCain,real,False,real,True,real,True,both_correct
politifact8069,politifact,"Remarks by the President on the Economy -- Knox College, Galesburg, IL",real,False,real,True,real,True,both_correct
gossipcop-937354,gossipcop,Kelly Clarkson Channels a Dark Queen at Billboard Music Awards 2018,real,False,real,True,real,True,both_correct
gossipcop-9658632569,gossipcop,Jennifer Garner ‘Doesn’t Want’ Her Kids Around Lindsay Shookus,fake,True,fake,True,fake,True,both_correct
gossipcop-5600549104,gossipcop,Mike Tyson Offered SERIOUS Ca$h To Fight Russian Dictator Vladimir Putin,fake,True,real,False,real,False,both_wrong
gossipcop-933841,gossipcop,"Christina Aguilera, Britney Spears: What They've Said About Each Other",real,True,fake,False,real,True,multimodal_only_correct
gossipcop-901159,gossipcop,Zac Efron Didn't Think He Could Star In Another Musical,real,False,real,True,real,True,both_correct
gossipcop-866078,gossipcop,This Coldplay Superfan Got the Surprise of a Lifetime After Crowd Surfing in His Wheelchair to Chris,real,False,real,True,real,True,both_correct
gossipcop-857937,gossipcop,Bloodline Sets Final Season Premiere: Watch the Ominous Trailer,real,False,real,True,real,True,both_correct
gossipcop-8328156845,gossipcop,Connecting People Through News,fake,False,fake,True,fake,True,both_correct
gossipcop-33469609,gossipcop,Taylor Swift Wants to 'Set Down Roots' With Joe Alwyn in England,fake,True,fake,True,fake,True,both_correct
gossipcop-869082,gossipcop,Shannon Beador Thinks She Knows the Real Root of The Quiet Woman Drama,real,False,real,True,real,True,both_correct
gossipcop-2064470814,gossipcop,When women are abused on screen — and how that shapes opinions about whose stories we believe in real life,fake,True,real,False,real,False,both_wrong
gossipcop-5627872766,gossipcop,Could Charlize Theron Get A Role In 'Wonder Woman 2'?,fake,True,real,False,real,False,both_wrong
gossipcop-940270,gossipcop,Kathy Griffin,real,False,real,True,real,True,both_correct
gossipcop-911710,gossipcop,Camila Mendes Wears This $9 Nail Polish in Every Episode of 'Riverdale',real,True,real,True,real,True,both_correct
gossipcop-4930780559,gossipcop,Ultimate Betrayal! Jennifer Aniston’s BFF Is Still Hanging With Justin Theroux,fake,True,fake,True,fake,True,both_correct
gossipcop-2981171702,gossipcop,Tom Cruise and Jane Fonda spark romance rumours,fake,False,fake,True,fake,True,both_correct
politifact13038,politifact,The numbers don't lie... - Occupy Democrats,fake,True,real,False,real,False,both_wrong
gossipcop-6217155245,gossipcop,Basic Instinct stars Michael Douglas and Sharon Stone reunite for the first time in years (and they've barely aged a day),fake,True,real,False,real,False,both_wrong
gossipcop-909631,gossipcop,Lady Gaga's Braid at the 2018 Grammys Is So Cool It Hurts,real,True,real,True,real,True,both_correct
gossipcop-9227872746,gossipcop,Trump Renaming ‘Black History Month’ After 41 Years Of Celebration – Report,fake,False,fake,True,fake,True,both_correct
gossipcop-3161672628,gossipcop,"The Weeknd Makes Jokes About Long Distance Relationships On Stage; Is He Referring To His Ex, Selena Gomez?",fake,False,fake,True,fake,True,both_correct
gossipcop-2389711269,gossipcop,Is Katy Perry using Robert Pattinson for fame and attention?,fake,False,fake,True,fake,True,both_correct
gossipcop-9076033469,gossipcop,Rihanna Tempting Hassan Jameel Hassan Jameel Endless Legs,fake,False,fake,True,fake,True,both_correct
gossipcop-843387,gossipcop,WWE’s Dean Ambrose and Renee Young's weird wedding,real,True,real,True,real,True,both_correct
gossipcop-9030342447,gossipcop,Hoax claims Joy Behar wished Trump's death on Twitter,fake,False,fake,True,fake,True,both_correct
gossipcop-936627,gossipcop,Princess Eugenie wedding dress REVEALED: First picture of Peter Pilotto gown,real,True,real,True,real,True,both_correct
gossipcop-850269,gossipcop,Life of Kylie,real,False,real,True,fake,False,text_only_correct
gossipcop-943451,gossipcop,Incredibles 2 Review Roundup: Was 14 Years Of Waiting Worth It?,real,True,real,True,real,True,both_correct
gossipcop-947009,gossipcop,KJ Apa Roasts Cole Sprouse on Instagram With a Throwback Photo,real,True,real,True,real,True,both_correct
politifact14225,politifact,Ivanka Trump: Father feels 'vindicated' after Comey hearing,real,False,fake,False,real,True,multimodal_only_correct
politifact15494,politifact,BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump,fake,False,fake,True,fake,True,both_correct
gossipcop-9041236345,gossipcop,Angelina Jolie quits Hollywood for politics,fake,False,fake,True,fake,True,both_correct
gossipcop-3662901506,gossipcop,Boss From Hell! Ellen DeGeneres Treats Her Talk Show Staff Like ‘Peasants!’,fake,True,real,False,real,False,both_wrong
gossipcop-81380989,gossipcop,Sofia Richie looks the double of Kourtney Kardashian as she lunches with Scott Disick,fake,True,fake,True,fake,True,both_correct
gossipcop-917799,gossipcop,Watch Jennifer Lawrence Hilariously Take Lie Detector Test,real,True,real,True,real,True,both_correct
gossipcop-7401878220,gossipcop,"Maybe Justin Bieber quit tour to start his own church, reports say",fake,True,fake,True,fake,True,both_correct
gossipcop-9919498974,gossipcop,Dakota Johnson And Chris Martin Fast-Track Wedding Plans,fake,False,fake,True,fake,True,both_correct
gossipcop-843666,gossipcop,"Savannah Guthrie ""Can't Wait"" to Have Hoda Kotb's ""Happiness and Joy"" Back on Today",real,True,fake,False,real,True,multimodal_only_correct
gossipcop-4577642462,gossipcop,Kendall Jenner ‘Jealous’ That Blake Griffin Has Moved On As She Keeps It Casual With Ben & Anwar,fake,True,fake,True,fake,True,both_correct
gossipcop-7156354270,gossipcop,Countdown to the Royal Wedding: Why Meghan Markle Could Become the Next Princess Diana,fake,True,fake,True,real,False,text_only_correct
politifact14832,politifact,BREAKING: Roy Moore’s Accuser Arrested And Charged With Falsification,fake,False,fake,True,fake,True,both_correct
gossipcop-2106563544,gossipcop,"Kim Kardashian & Kris Jenner Talk Khlo├â┬⌐, Kanye, & Babies On Live With Kelly And Ryan! WATCH!",fake,False,fake,True,fake,True,both_correct
gossipcop-5008719868,gossipcop,Sexless Marriage! Kim Kardashian & Kanye West Back In Separate Beds,fake,True,fake,True,fake,True,both_correct
gossipcop-889508,gossipcop,Corey Feldman Wages $10 Million Campaign To Expose Hollywood Pedophile Ring,real,True,real,True,real,True,both_correct
gossipcop-940977,gossipcop,"Becca Tilley Is the 5th Wheel Among 2 Bachelor Couples at Wango Tango: ""This Is Fun""",real,False,real,True,real,True,both_correct
gossipcop-893678,gossipcop,"Jordin Sparks Secretly Marries Dana Isaiah, Announces She's Pregnant With First Child!",real,True,fake,False,fake,False,both_wrong
gossipcop-887550,gossipcop,Beyoncé turned down a role in ‘Beauty and the Beast’,real,True,real,True,real,True,both_correct
gossipcop-9821554836,gossipcop,Trouble In Paradise? George & Amal Clooney Sleeping In Separate Bedrooms,fake,True,fake,True,real,False,text_only_correct
gossipcop-855992,gossipcop,The top 50 most-watched shows of the 2017-18 season,real,True,real,True,real,True,both_correct
gossipcop-940821,gossipcop,Ashlee Simpson-Ross & Evan Ross Open Up About Their New E! Show & Making Music Together,real,True,fake,False,real,True,multimodal_only_correct
gossipcop-950946,gossipcop,Surveillance Footage Shows George Clooney's Scooter Crash,real,True,fake,False,fake,False,both_wrong
gossipcop-3054920479,gossipcop,"Is it true that Prince Charles would need to change his name if he ever became King of England, due to the misfortunes of previous King Charles''?",fake,False,real,False,real,False,both_wrong
gossipcop-685348949,gossipcop,Traitor! Kim Kardashian’s Family ‘Furious’ Over Meeting With Donald Trump,fake,True,fake,True,fake,True,both_correct
gossipcop-6861973641,gossipcop,Trump Defends Initial Remarks on Charlottesville; Again Blames ‘Both Sides’,fake,False,fake,True,fake,True,both_correct
gossipcop-882919,gossipcop,Julia Stiles Net Worth,real,True,real,True,fake,False,text_only_correct
gossipcop-7506044975,gossipcop,"George Clooney’s Twins Drenched His $5,000 Tuxedo In Milk",fake,True,fake,True,fake,True,both_correct
gossipcop-1757374802,gossipcop,The Internet's Most Savage Reactions to Kylie Jenner Naming Her Daughter Stormi,fake,True,real,False,real,False,both_wrong
gossipcop-677536384,gossipcop,"Kanye West Not Rejected From ‘American Idol’ Reboot, Despite Report",fake,False,fake,True,fake,True,both_correct
gossipcop-863832,gossipcop,'Younger' Boss Provides Clarity on Two Open-Ended Character Romances,real,True,real,True,real,True,both_correct
gossipcop-881696,gossipcop,Sterling K Brown Finishes Emmys Speech Backstage,real,True,real,True,real,True,both_correct
gossipcop-846387,gossipcop,Goldie Hawn Spills Details On15-Year Break From Hollywood,real,True,real,True,real,True,both_correct
gossipcop-1617999521,gossipcop,"Kylie Jenner SPILLS on Insecurity and Plastic Surgery: ""I Was OBSESSED with Making My Lips Bigger""",fake,False,fake,True,fake,True,both_correct
gossipcop-895616,gossipcop,"Kim Zolciak-Biermann Takes You Inside Her ""Fiery"" Fight with Kenya Moore, Insult by Insult",real,False,real,True,real,True,both_correct
gossipcop-2634690154,gossipcop,Justin Bieber Destroys Gossip Site Over Bogus Selena Gomez Church Story,fake,False,fake,True,fake,True,both_correct
gossipcop-669561805,gossipcop,Gwen Stefani denies reports she's struggling to sell Las Vegas residency tickets,fake,True,fake,True,fake,True,both_correct
gossipcop-857009,gossipcop,How to Get Rid of a Popped Pimple Overnight,real,True,real,True,real,True,both_correct
politifact1436,politifact,McDonnell Letter Urges No Delay in Virginia Offshore Energy Exploration and Development,real,False,real,True,real,True,both_correct
politifact975,politifact,A Preliminary Analysis of the President’s Budget and an Update of CBO’s Budget and Economic Outlook,real,False,real,True,real,True,both_correct
politifact14947,politifact,Bill Clinton’s Hitman Confesses On His Deathbed (SOURCE: HANNITY),fake,False,fake,True,real,False,text_only_correct
gossipcop-904884,gossipcop,"Golden Globes 2018: Black Dresses, Time’s Up, and Fashion as Activism",real,True,real,True,real,True,both_correct
gossipcop-913811,gossipcop,'This Beats Chocolates!' Tommy Lee Reveals Valentine's Day Engagement to Vine Star Brittany Furlan,real,True,real,True,real,True,both_correct
gossipcop-846669,gossipcop,Melania Trump Switches Up Her Style In A Military-Inspired Ensemble,real,False,real,True,real,True,both_correct
politifact1701,politifact,"Bill Clinton on Rush Limbaugh, His Mistakes, the Supreme Court and Middle East Peace",real,False,fake,False,real,True,multimodal_only_correct
gossipcop-1064799299,gossipcop,Scott Disick Pinches Sofia Richie’s Butt As She Giggles During Date 3 Weeks After Cheating Rumors,fake,False,fake,True,fake,True,both_correct
gossipcop-892998,gossipcop,Aly Raisman Opens Up About Sexual Abuse by USA Gymnastics Doctor Larry Nassar,real,False,real,True,real,True,both_correct
gossipcop-897066,gossipcop,"Happy Birthday, Anna Faris! Looking Back at Her Funniest Movie Scenes Over the Years",real,True,real,True,real,True,both_correct
gossipcop-1992584375,gossipcop,"Gwen Stefani Got Dumped by Blake Shelton Over ""Jealousy and Drama"" (EXCLUSIVE)",fake,False,fake,True,fake,True,both_correct
gossipcop-6448212996,gossipcop,Oops! Savannah Guthrie Apologizes After Accidentally Swearing on the Today Show,fake,True,fake,True,real,False,text_only_correct
gossipcop-1355803177,gossipcop,Bitter Blood! Kim Kardashian In A ‘Jealous Rage’ Over Jennifer Lawrence,fake,True,fake,True,fake,True,both_correct
gossipcop-920789,gossipcop,"Selena Gomez's Transplant: Francia Raisa Talks Transplant, Depression",real,True,fake,False,fake,False,both_wrong
gossipcop-7175308721,gossipcop,Michael Strahan and Sara Haines will co-host a new midday hour of ABC's 'Good Morning America',fake,True,real,False,real,False,both_wrong
gossipcop-901135,gossipcop,Khloe Kardashian Covers Her Baby Bump With Baby Dream for Day 19 of the Kardashian Christmas Card,real,True,fake,False,real,True,multimodal_only_correct
gossipcop-6572998065,gossipcop,Jessica Simpson ‘Diet Or Die’ Crisis,fake,False,fake,True,fake,True,both_correct
gossipcop-3414298648,gossipcop,"Selena Gomez, Justin Bieber Reunited After Her Kidney Transplant",fake,True,fake,True,fake,True,both_correct
gossipcop-8611166284,gossipcop,Jennifer Aniston’s Mother’s Caregiver Writing Tell-All Book To ‘Expose’ Actress,fake,False,fake,True,fake,True,both_correct
gossipcop-1151972925,gossipcop,"Selena Gomez Was Not Pregnant, Did Not Miscarry, Says Rep",fake,False,fake,True,fake,True,both_correct
gossipcop-945738,gossipcop,"Janet Jackson talks 'intense' battle with depression: 'Thankfully, I found my way through'",real,True,real,True,real,True,both_correct
gossipcop-8342414455,gossipcop,Prince Harry and Meghan Markle house-hunting in Cotswolds,fake,True,fake,True,real,False,text_only_correct
gossipcop-895517,gossipcop,"The Platinum Life's Crystal Smith Is Dragging Alycia Bella for ""Clowning"" Asiah Collins' Bestie Blanca",real,True,real,True,real,True,both_correct
gossipcop-913471,gossipcop,Prince Harry and Meghan Markle Pet a Pint-Sized Pony on Royal Visit to Scotland,real,False,fake,False,fake,False,both_wrong
gossipcop-951427,gossipcop,Emmys 2018: Tituss Burgess on Doing ‘Kimmy Schmidt’ for Four Seasons and a Movie (Exclusive),real,True,real,True,real,True,both_correct
politifact7540,politifact,CPAC 2013 - Former Governor Sarah Palin (R-AK),real,False,real,True,real,True,both_correct
gossipcop-1819145958,gossipcop,Sienna Miller on Wikinow,fake,False,real,False,real,False,both_wrong
gossipcop-4323436110,gossipcop,Jessica Simpson opens up about babies and marriage on The Tonight Show with Jay Leno,fake,False,fake,True,fake,True,both_correct
gossipcop-874413,gossipcop,What Up with That,real,False,real,True,real,True,both_correct
politifact5469,politifact,White and Blue Fund ad,real,False,fake,False,fake,False,both_wrong
gossipcop-844069,gossipcop,"James Gunn Opens Up in Lengthy, Heartfelt Message to Fans",real,True,real,True,real,True,both_correct
gossipcop-7636813283,gossipcop,#Dakota Johnson,fake,False,real,False,fake,True,multimodal_only_correct
gossipcop-844510,gossipcop,"Prince Harry: I sought counselling after 20 years of not thinking about the death of my mother, Diana, and two years of total chaos in my life",real,False,real,True,real,True,both_correct
gossipcop-2254004589,gossipcop,Kris Jenner,fake,False,fake,True,fake,True,both_correct
gossipcop-876452,gossipcop,"Botched Patient Lauren Has PTSD From Being Awake During a Bad Nose Job: ""I Remember the Whole Thing""",real,True,real,True,real,True,both_correct
politifact14236,politifact,"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",fake,True,real,False,real,False,both_wrong
gossipcop-857835,gossipcop,House of Cards (season 6),real,False,real,True,real,True,both_correct
gossipcop-5339295288,gossipcop,How Ben Affleck Got Big For Batman v Superman,fake,False,fake,True,fake,True,both_correct
gossipcop-2841919245,gossipcop,How Blake Shelton's Devastating Divorce From Miranda Lambert Led Him to True Love With Gwen Stefani,fake,True,fake,True,fake,True,both_correct
gossipcop-911606,gossipcop,Is Maroon 5 playing the Super Bowl halftime show? It looks like it.,real,True,real,True,real,True,both_correct
gossipcop-3799929008,gossipcop,Craig Robinson Drops 50 Pounds,fake,True,real,False,real,False,both_wrong
gossipcop-890423,gossipcop,Dermatologists' top tips for relieving dry skin,real,True,real,True,real,True,both_correct
gossipcop-1500928748,gossipcop,Why Did Blake Shelton Make Gwen Stefani Cry?,fake,False,fake,True,fake,True,both_correct
politifact466,politifact,Hillary Clinton Sits Down With Bill OReilly,real,False,fake,False,real,True,multimodal_only_correct
gossipcop-937251,gossipcop,"Frogmore House, Windsor Castle and More of the World's Most Lavish Castles",real,False,real,True,real,True,both_correct
gossipcop-906329,gossipcop,"Kim Zolciak-Biermann and Kandi Burruss Get Into Sexually Explicit, Expletive-Filled Twitter War",real,False,real,True,real,True,both_correct
gossipcop-872847,gossipcop,Define Dog days at Dictionary.com,real,False,real,True,real,True,both_correct
gossipcop-870324,gossipcop,"John Mayer Defends Justin Bieber For Canceling 'Purpose' Tour, Proves They're BFFs",real,True,fake,False,fake,False,both_wrong
gossipcop-6953149122,gossipcop,Angelina Jolie Begs Tom Ford For Help Resurrecting Her Career,fake,True,fake,True,fake,True,both_correct
gossipcop-1039751251,gossipcop,Jessica Alba Put Baby On Board To Save Marriage,fake,False,fake,True,fake,True,both_correct
gossipcop-876955,gossipcop,How Princess Diana aggravated but also changed the royal family forever,real,True,real,True,real,True,both_correct
gossipcop-3156785282,gossipcop,Tabloid: Kristen Stewart Pregnant with Robert Pattinson's Baby,fake,False,fake,True,fake,True,both_correct
gossipcop-789623646,gossipcop,Priyanka Chopra not attending Oscars 2017 with Mick Jagger? That’s what the Rolling Stones singer hinted at,fake,False,real,False,real,False,both_wrong
gossipcop-5494601224,gossipcop,Judge Dismisses DJ David Mueller’s Case Against Taylor Swift,fake,True,fake,True,real,False,text_only_correct
gossipcop-9579629481,gossipcop,"Robert Pattinson, FKA twigs reportedly call off wedding",fake,True,fake,True,fake,True,both_correct
gossipcop-937336,gossipcop,"Meghan Markle, Prince Harry’s Wedding: Biggest Royal Stories of 2018",real,True,fake,False,real,True,multimodal_only_correct
gossipcop-6122226398,gossipcop,Kristen Stewart's Gay Rumor; Tila Tequila's Suicide Stunt,fake,True,fake,True,fake,True,both_correct
gossipcop-954116,gossipcop,R. Kelly addresses sexual assault allegations in 19-minute song 'I Admit',real,True,real,True,real,True,both_correct
gossipcop-3529226336,gossipcop,Paris Jackson Strips Down To Play Cards,fake,False,fake,True,real,False,text_only_correct
gossipcop-953353,gossipcop,Jennifer Garner’s Airport Style Is Equal Parts Comfortable & Sleek,real,True,real,True,real,True,both_correct
gossipcop-938814,gossipcop,Harvey Weinstein scandal: Who has accused him of what?,real,True,real,True,real,True,both_correct
gossipcop-3824818320,gossipcop,"Celebrities React: NFL Players Kneel, Lock Arms During National Anthem",fake,False,fake,True,fake,True,both_correct
gossipcop-944810,gossipcop,Kristen Bell Recalls Dax Shepard Lettuce Slug Incident and Talks Father's Day Plans – Heat Celeb News,real,False,fake,False,fake,False,both_wrong
gossipcop-859536,gossipcop,MTV 'Road Rules' Star Danny Dias Dead At 34,real,False,real,True,real,True,both_correct
politifact414,politifact,Average cable TV bill cited in article on industry study,real,False,real,True,real,True,both_correct
gossipcop-406996664,gossipcop,Celebrities say goodbye to Barack Obama after farewell address,fake,True,fake,True,real,False,text_only_correct
gossipcop-911270,gossipcop,Lin-Manuel Miranda and Wife Vanessa Welcome Son Francisco,real,True,real,True,real,True,both_correct
politifact1047,politifact,TG-162: Treasury Announces $68 Billion in Expected CPP Repayments,real,False,real,True,real,True,both_correct
gossipcop-5173208358,gossipcop,‘Big Bang Theory’: Drama Behind The Scenes Not Causing Show To ‘Fall Apart’ [Debunked],fake,False,real,False,real,False,both_wrong
gossipcop-4117140885,gossipcop,Justin Theroux and Aubrey Plaza: Intriguing New Couple Alert? – Wireler,fake,False,fake,True,real,False,text_only_correct
gossipcop-920390,gossipcop,Get Megan Morrison's A-List Style With a Weekly Breakdown of Her Most Trendy Looks From Season Two of The Arrangement,real,False,real,True,real,True,both_correct
gossipcop-8530020915,gossipcop,Selena Gomez Debuted A New Look on the AMA Red Carpet and Fans Are 'Shook',fake,True,real,False,real,False,both_wrong
gossipcop-1328152817,gossipcop,Is Kendall Jenner really at war with Emily Ratajkowski?,fake,True,fake,True,fake,True,both_correct
gossipcop-8373466783,gossipcop,Taylor Swift Wants To Reconcile Her Romance With Ex-Boyfriend Conor Kennedy After Rumored Drake Romance?,fake,False,fake,True,fake,True,both_correct
gossipcop-9074676563,gossipcop,Beyonce & JAY-Z Had No Idea Raising Twins Would Be So Tough: Is It Hurting Their Relationship?,fake,False,fake,True,fake,True,both_correct
politifact8737,politifact,Job Openings and Labor Turnover Survey News Release,real,False,real,True,real,True,both_correct
gossipcop-6424240423,gossipcop,Jennifer Aniston & Brad Pitt Secret Rumored Meetings Driving Angelina Jolie Insane With Jealousy,fake,True,fake,True,fake,True,both_correct
gossipcop-872744,gossipcop,Selena Gomez's ex Zedd speaks out about the worst part of dating the superstar: 'I was pissed',real,True,fake,False,fake,False,both_wrong
gossipcop-871980,gossipcop,Ryan Seacrest on Girlfriend Shayna Taylor: 'Every Night is Date Night!',real,False,real,True,real,True,both_correct
gossipcop-6787508508,gossipcop,Is there a Britney Spears Sex Tape?,fake,False,fake,True,fake,True,both_correct
gossipcop-893473,gossipcop,4 Beauty Hacks to Use Concealer for Face Contouring,real,False,real,True,real,True,both_correct
gossipcop-918600,gossipcop,Khloe Kardashian Reveals the Body Part She Wants Her Daughter to Inherit,real,True,real,True,real,True,both_correct
gossipcop-911289,gossipcop,E! Cancels Scripted Series 'The Arrangement' After Two Seasons,real,True,real,True,real,True,both_correct
gossipcop-8089990200,gossipcop,US report: Jennifer Aniston pregnant with Brad Pitt's baby,fake,False,fake,True,fake,True,both_correct
gossipcop-1120099314,gossipcop,Are Gwen Stefani & Blake Shelton Engaged In 2017? The Couple Has Been Going Strong For Years,fake,True,fake,True,fake,True,both_correct
gossipcop-1329261407,gossipcop,Nicole Kidman: a stay at home Sunday girl,fake,True,fake,True,real,False,text_only_correct
politifact15175,politifact,REP. JENKINS: OPIOID CRISIS FUNDING SHOULD BE BASED ON NEED,real,False,real,True,real,True,both_correct
gossipcop-876862,gossipcop,Ronda Rousey’s Makeup Artist Explains How to Achieve Her Wedding Day Beauty Look,real,True,real,True,real,True,both_correct
gossipcop-7064865875,gossipcop,Irish actress Ruth Negga to see her Hollywood star status SOAR,fake,True,real,False,real,False,both_wrong
gossipcop-1999241035,gossipcop,Connecting People Through News,fake,False,fake,True,fake,True,both_correct
politifact14238,politifact,Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and Depression,fake,True,real,False,real,False,both_wrong
gossipcop-874803,gossipcop,"Amal Clooney Shines in a Sheer, Sequined Green Dress",real,True,real,True,real,True,both_correct
gossipcop-2375563556,gossipcop,"Brad Pitt Getting His Kids For Christmas: His 6 Trees, Fun Gifts & More",fake,False,fake,True,fake,True,both_correct
gossipcop-899972,gossipcop,27 Shows You Can Binge Watch Over the Thanksgiving Holiday (Photos),real,True,real,True,real,True,both_correct
gossipcop-817991122,gossipcop,Billy Connolly,fake,False,real,False,real,False,both_wrong
gossipcop-6445971890,gossipcop,Celebrities React  Anthony Rapp Reveals Kevin Spacey Made Sexual Advance On Him At 14,fake,False,fake,True,real,False,text_only_correct
gossipcop-1897931921,gossipcop,Meghan Markle's Brother Blasts Her in Interview,fake,True,fake,True,fake,True,both_correct
gossipcop-865890,gossipcop,Niall Horan Announces 2018 North American Tour With Maren Morris,real,True,real,True,real,True,both_correct
politifact679,politifact,"Palin: Pioneer, maverick -- and now game-changer",real,False,real,True,real,True,both_correct
politifact12944,politifact,comments in Fayetteville NC,real,False,real,True,real,True,both_correct
gossipcop-7469467549,gossipcop,Barbara Cook Dead: Broadway Mourns The Passing Of A Legend — See Tweets,fake,False,fake,True,fake,True,both_correct
gossipcop-3507938806,gossipcop,Donald Trump Jr. releases email exchange: Celebrities on Twitter react,fake,True,fake,True,fake,True,both_correct
gossipcop-900152,gossipcop,Reason Meghan and Harry were 'forbidden' from staying with Queen last Christmas,real,True,real,True,real,True,both_correct
gossipcop-940533,gossipcop,Princess Eugenie’s Royal Wedding: Everything We Know So Far,real,True,real,True,real,True,both_correct
gossipcop-9796099387,gossipcop,Katharine McPhee Jane Doe Jane Doe,fake,False,real,False,real,False,both_wrong
gossipcop-4537850377,gossipcop,Twitter Is Ready To Cancel Chris Rock Over This Reported Rape Joke,fake,True,real,False,real,False,both_wrong
politifact320,politifact,Web Ad A Tale of Two Mitts,real,False,real,True,real,True,both_correct
gossipcop-955339,gossipcop,Selena Gomez Opens Up About the First Time She Met Taylor Swift,real,True,real,True,real,True,both_correct
gossipcop-938295,gossipcop,"The life and career of Bethenny Frankel, a reality TV star and businesswoman who sold her company for $100 million",real,True,real,True,real,True,both_correct
gossipcop-6837118897,gossipcop,Justin Bieber & Selena Gomez Reportedly Searching For ‘Dream Home’ Together,fake,False,fake,True,fake,True,both_correct
gossipcop-902496,gossipcop,Jay-Z's 'Family Feud' Video Teaser Shows Him And Beyonce In A Confessional Box,real,False,fake,False,fake,False,both_wrong
gossipcop-868894,gossipcop,4 New Netflix Releases to Stream in August,real,False,real,True,real,True,both_correct
gossipcop-866804,gossipcop,Kim Kardashian Snapchat Takes Taylor Swift Feud to New Level,real,False,fake,False,fake,False,both_wrong
gossipcop-2161763691,gossipcop,Brad Pitt — Ethnicity of Celebs,fake,True,fake,True,fake,True,both_correct
gossipcop-389657314,gossipcop,Jennifer Lopez NOT Engaged To Alex Rodriguez  Despite Ring Speculation,fake,False,fake,True,fake,True,both_correct
gossipcop-894298,gossipcop,Rapper Lil Peep Dies at 21—and His Ex Bella Thorne Is Speechless,real,True,real,True,real,True,both_correct
