group_id,counter_records,counter_unique_files,counter_unique_ids,split,id,source,label,title,image_path_lookup,pixel_hash
1,33,33,33,train,gossipcop-5050867834,gossipcop,fake,Christina Aguilera Engaged to Boyfriend Matt Rutler!,images\train\gossipcop-5050867834_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
4,18,18,18,train,gossipcop-858485,gossipcop,real,"Camila Cabello Is the New Face of Guess: Plus, More Celebs Who Lent Their Sex Appeal to…",images\train\gossipcop-858485_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
15,7,7,7,train,gossipcop-2333766473,gossipcop,fake,Is Ben Affleck's Girlfriend Lindsay Shookus Pregnant?!,images\train\gossipcop-2333766473_1_8c1a093007.jpg,3d1120eb776c43c7263c293c32adbdeece9112eaf00ed922d1b24a3762dbfab8
15,7,7,7,train,gossipcop-1014383679,gossipcop,fake,Selena Gomez Goes Barefoot On The Street After Hotel Transylvania 3 Premiere,images\train\gossipcop-1014383679_1_8c1a093007.jpg,3d1120eb776c43c7263c293c32adbdeece9112eaf00ed922d1b24a3762dbfab8
17,7,7,7,train,gossipcop-852482,gossipcop,real,Hackers Threaten to Leak Upcoming 'Pirates of the Caribbean' Unless Disney Pays Ransom: Reports,images\train\gossipcop-852482_0_9f08517f68.jpg,99ad091260bef031fdaddb630f7aeb70911b466bcfe7e5061aa71ab1a64b4117
3,23,23,23,train,gossipcop-912992,gossipcop,real,'Teen Mom' Briana DeJesus Undergoes 'Mommy Makeover',images\train\gossipcop-912992_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
1,33,33,33,train,gossipcop-8435638081,gossipcop,fake,Fergie Cries While Talking About Josh Duhamel Divorce,images\train\gossipcop-8435638081_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
14,7,7,7,train,gossipcop-894315,gossipcop,real,Serena Williams Channels Hollywood Glamour at Her Star-Studded Rehearsal Dinner,images\train\gossipcop-894315_0_e82bd69dcc.jpg,1ea6c1e53f1a42bf9ec83d8741b49ca9f2b4af6908431e6847f6c97cdc19f0e8
6,14,14,14,train,gossipcop-931086,gossipcop,real,"Dancing With The Stars 2018 Cast News, Tour and Winners",images\train\gossipcop-931086_1_22757645c6.jpg,143e32ffe52abe2f55d9038e1214a42eb7a6e10881ec609a18be9500ed7f5865
18,6,6,6,train,gossipcop-3698382107,gossipcop,fake,Gwen Stefani Is Still Smitten With Blake Shelton and 'Has Never Once' Tried to Change Him (Exclusive),images\train\gossipcop-3698382107_0_5188f6bfd7.jpg,144f24a855ac78d963787859ca29e3960490e514e809206b009faae2b25b53ff
25,5,5,5,train,gossipcop-924252,gossipcop,real,GTL No More?! Jersey Shore Family Vacation’s New Catchphrases Revealed.,images\train\gossipcop-924252_1_02dd4906e5.jpg,b381e492131996e2b2cb05959377793c20d0aa815af2f7bc857046983d85eb96
8,13,13,13,train,gossipcop-2076682877,gossipcop,fake,"Blake Shelton & Gwen Stefani Hoping Exes Miranda Lambert, Gavin Rossdale Are Happy And Have Children In Their Future Relationships",images\train\gossipcop-2076682877_0_7011549a48.jpg,24a381d1b38177a5d3b7d10fd3cc4fbd2110b51973f600548f55b8d1ee30280e
2,25,25,25,train,gossipcop-885096,gossipcop,real,Idris Elba's Biggest Turn On: Great Skin,images\train\gossipcop-885096_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
16,7,7,7,train,gossipcop-8021032353,gossipcop,fake,Vanessa Hudgens Addresses Speculation She's Engaged to Austin Butler,images\train\gossipcop-8021032353_0_69e01bbfbb.jpg,3da54976f2cadfc600daf0eda68efb5f13c95da0cf926f7bcae226529457af73
10,10,10,10,train,gossipcop-6733555194,gossipcop,fake,Taryn Manning is not leaving 'Orange is The New Black',images\train\gossipcop-6733555194_0_32171cb205.jpg,44532a0583eb158cd87c609480854a6cbc6e57383b0ce8e8549208e217683795
5,15,15,15,train,gossipcop-908024,gossipcop,real,All the Reunions You May Have Missed at the 2018 SAG Awards,images\train\gossipcop-908024_0_1b2781c9c4.jpg,733bcb9966523c9373051c4a0a944151c63feedc07e93564750a26281b7c5573
13,8,8,8,train,gossipcop-1954289539,gossipcop,fake,Robert Pattinson confirms he's 'kind of' engaged to singer FKA Twigs,images\train\gossipcop-1954289539_0_fd40f6272e.jpg,3a096c75f092796add8dd2d74062a9d6ed8aa7bc42ca1fbf1e197c30869d66b4
24,5,5,5,train,gossipcop-871822,gossipcop,real,Anna Faris Just Said Some Heartbreaking Things About Her Marriage to Chris Pratt,images\train\gossipcop-871822_0_7f261942c4.jpg,940722979531fb4650db20f9170164db8bda0c8f7c030d3cbd1563f5f6e6ac90
6,14,14,14,train,gossipcop-953682,gossipcop,real,"People's Choice Awards 2018 Winners, News, Nominees and Red Carpet Photos",images\train\gossipcop-953682_1_22757645c6.jpg,143e32ffe52abe2f55d9038e1214a42eb7a6e10881ec609a18be9500ed7f5865
1,33,33,33,train,gossipcop-3503563094,gossipcop,fake,"Blake Shelton, Gwen Stefani Talk 'Hookup' on 'The Voice'",images\train\gossipcop-3503563094_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
12,9,9,9,train,gossipcop-7429601831,gossipcop,fake,Scary - Skinny Angie Sick Again!,images\train\gossipcop-7429601831_0_c589845af4.jpg,ddd8f6eb1317991fb306851232426ad2a3311824a194f8c7bc9ebda1cd9025b1
4,18,18,18,train,gossipcop-862397,gossipcop,real,Coco Models Her Lingerie Line (While Simultaneously Showing Off Her Insane Shoe Closet),images\train\gossipcop-862397_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
20,6,6,6,train,gossipcop-8485688306,gossipcop,fake,Gwen Stefani Forced to Skip Vegas Performance After Rupturing Her Eardrum,images\train\gossipcop-8485688306_0_0c3365f52b.jpg,831c332826c2850fc6ec4f7ceead1a2c7432e2d43dbccdd97a21a920177f3378
1,33,33,33,train,gossipcop-891292,gossipcop,real,"Anne Hathaway, Mandy Moore, More Best Dressed Stars of the Week",images\train\gossipcop-891292_1_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
5,15,15,15,train,gossipcop-929614,gossipcop,real,Tensions Erupt on The Real Housewives of New York City When Sonja Morgan and Tinsley Mortimer Talk (Scream) About Money,images\train\gossipcop-929614_0_1b2781c9c4.jpg,733bcb9966523c9373051c4a0a944151c63feedc07e93564750a26281b7c5573
1,33,33,33,train,gossipcop-867640,gossipcop,real,Heidi Montag Reveals She's Gained 25 Pounds During Pregnancy So Far,images\train\gossipcop-867640_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
2,25,25,25,train,gossipcop-1670598693,gossipcop,fake,From Welcoming a Baby Together to Their Joint GQ Cover: Inside Kylie Jenner & Travis Scott's Whirlwind Romance,images\train\gossipcop-1670598693_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
3,23,23,23,train,gossipcop-942840,gossipcop,real,Carrie Underwood's Husband Mike Fisher Sings Ugly to 'Cry Pretty',images\train\gossipcop-942840_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
24,5,5,5,train,gossipcop-885044,gossipcop,real,Everything We Know About 'The Bachelor Winter Games',images\train\gossipcop-885044_0_7f261942c4.jpg,940722979531fb4650db20f9170164db8bda0c8f7c030d3cbd1563f5f6e6ac90
22,5,5,5,train,politifact13244,politifact,real,PolitiFact’s annotated transcript of the second presidential debate,images\train\politifact13244_0_d6ab0a9a22.jpg,220548327d54cd27e2d9d62c310c778b554258b237ee1b489b15158eec3cec18
13,8,8,8,train,gossipcop-3732011492,gossipcop,fake,Katherine Heigl and Josh Kelley have welcomed a third child,images\train\gossipcop-3732011492_0_fd40f6272e.jpg,3a096c75f092796add8dd2d74062a9d6ed8aa7bc42ca1fbf1e197c30869d66b4
4,18,18,18,train,gossipcop-857431,gossipcop,real,Kendall Jenner’s Bringing This Bikini Style Back – Christian Welch – Medium,images\train\gossipcop-857431_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
12,9,9,9,train,gossipcop-4517095073,gossipcop,fake,Melissa McCarthy Going Blind!,images\train\gossipcop-4517095073_0_c589845af4.jpg,ddd8f6eb1317991fb306851232426ad2a3311824a194f8c7bc9ebda1cd9025b1
21,6,6,6,train,gossipcop-433346657,gossipcop,fake,Mila Kunis Net Worth,images\train\gossipcop-433346657_1_0297d15de6.jpg,fc389a9b25bb547e5ee027e242c37ef3f860af8a75afdbc432c825c19bbf43cc
2,25,25,25,train,gossipcop-4708564876,gossipcop,fake,From Welcoming a Baby Together to Their Joint GQ Cover: Inside Kylie Jenner & Travis Scott's Whirlwind Romance,images\train\gossipcop-4708564876_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
2,25,25,25,train,gossipcop-6887785794,gossipcop,fake,"Celebrities and Politicians Collaborate to Honor Martin Luther King, Jr.",images\train\gossipcop-6887785794_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
11,10,10,10,train,gossipcop-6031013673,gossipcop,fake,Ruby Rose Opens Up About Health Crisis — And Why We May Be Seeing Her In A Wheelchair,images\train\gossipcop-6031013673_0_1ae196844c.jpg,6e4f3eafbd3fb4f53cec09c19a6bcc8f9786cc01c8f63de67b99c388b6b7b6d2
16,7,7,7,train,gossipcop-3710842136,gossipcop,fake,Kim Kardashian Explains Why She Didn't Invite Surrogate to Baby Shower,images\train\gossipcop-3710842136_0_69e01bbfbb.jpg,3da54976f2cadfc600daf0eda68efb5f13c95da0cf926f7bcae226529457af73
21,6,6,6,train,gossipcop-888564,gossipcop,real,Carrie Fisher Net Worth,images\train\gossipcop-888564_1_0297d15de6.jpg,fc389a9b25bb547e5ee027e242c37ef3f860af8a75afdbc432c825c19bbf43cc
21,6,6,6,train,gossipcop-874495,gossipcop,real,Derek Jeter Net Worth,images\train\gossipcop-874495_1_0297d15de6.jpg,fc389a9b25bb547e5ee027e242c37ef3f860af8a75afdbc432c825c19bbf43cc
9,12,12,12,train,gossipcop-1105091447,gossipcop,fake,Ed Sheeran Did NOT 'Break Friendship Code' With Taylor Swift,images\train\gossipcop-1105091447_0_1cbadf3fb3.jpg,7fef15cce525c90be82e7b2c146bdc87813de6b751b08470026e7e92e028e987
9,12,12,12,train,gossipcop-943990,gossipcop,real,Watch Beyonce Wish Rumi & Sir Carter Happy Birthday At On The Run II Tour,images\train\gossipcop-943990_0_4a704d055d.jpg,7fef15cce525c90be82e7b2c146bdc87813de6b751b08470026e7e92e028e987
1,33,33,33,train,gossipcop-6250524442,gossipcop,fake,Hailee Steinfeld Denies Justin Bieber Dating Rumors,images\train\gossipcop-6250524442_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
9,12,12,12,train,gossipcop-3808314704,gossipcop,fake,American Music Awards Nominations 2017: AMAs Nominees Full List,images\train\gossipcop-3808314704_0_511ea29315.jpg,7fef15cce525c90be82e7b2c146bdc87813de6b751b08470026e7e92e028e987
7,14,14,14,train,gossipcop-4271815483,gossipcop,fake,"Kim Kardashian and Kanye West's new baby girl is here, born via surrogate",images\train\gossipcop-4271815483_0_79bba41ed4.jpg,45d13637de0155e764246b9953b417376f6f80163d0242e846b6bbcd8d7ef544
5,15,15,15,train,gossipcop-911453,gossipcop,real,Tom Brady Gets Visit From Gisele Bündchen and Family at Super Bowl 2018 Practice,images\train\gossipcop-911453_0_1b2781c9c4.jpg,733bcb9966523c9373051c4a0a944151c63feedc07e93564750a26281b7c5573
19,6,6,6,train,gossipcop-862579,gossipcop,real,TV Scoop Awards 2017: Vote for the Saddest Cancellation and Best Series Finale Now,images\train\gossipcop-862579_1_2febc2406e.jpg,43b9f92209e0d573fdc9f9d37d96184695bdd1e7519226f9f62fede6db1b1d91
10,10,10,10,train,gossipcop-857349,gossipcop,real,"Wonder Woman: Gal Gadot, Lynda Carter reunite on red carpet",images\train\gossipcop-857349_0_32171cb205.jpg,44532a0583eb158cd87c609480854a6cbc6e57383b0ce8e8549208e217683795
13,8,8,8,train,gossipcop-3885971599,gossipcop,fake,"Malibu crash involving Bruce Jenner leaves 1 dead, 5 injured",images\train\gossipcop-3885971599_0_fd40f6272e.jpg,3a096c75f092796add8dd2d74062a9d6ed8aa7bc42ca1fbf1e197c30869d66b4
2,25,25,25,train,gossipcop-865681,gossipcop,real,Toby Keith's Daughter Krystal and Family in 'Horrific' 4th of July Car Accident Caused by Drunk Driver,images\train\gossipcop-865681_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
17,7,7,7,train,gossipcop-891244,gossipcop,real,Kate Upton Marries Justin Verlander in Lavish Italian Wedding,images\train\gossipcop-891244_0_9f08517f68.jpg,99ad091260bef031fdaddb630f7aeb70911b466bcfe7e5061aa71ab1a64b4117
9,12,12,12,train,gossipcop-5852306440,gossipcop,fake,"Halle Berry NOT Pregnant At 50, Despite Reports",images\train\gossipcop-5852306440_0_a9d9c5fbee.jpg,7fef15cce525c90be82e7b2c146bdc87813de6b751b08470026e7e92e028e987
5,15,15,15,train,gossipcop-908120,gossipcop,real,Sterling K. Brown Reflects on His History-Making Award Show Wins: “I Want to Represent”,images\train\gossipcop-908120_0_1b2781c9c4.jpg,733bcb9966523c9373051c4a0a944151c63feedc07e93564750a26281b7c5573
1,33,33,33,train,gossipcop-7635991936,gossipcop,fake,Brunette Hair Color Tips from Kristen Stewart’s Breaking Dawn Hair Pro,images\train\gossipcop-7635991936_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
7,14,14,14,train,gossipcop-901687,gossipcop,real,"Q&A: 'Overboard' star Eugenio Derbez on Trump, conquering Hollywood and Latin stereotypes",images\train\gossipcop-901687_0_79bba41ed4.jpg,45d13637de0155e764246b9953b417376f6f80163d0242e846b6bbcd8d7ef544
4,18,18,18,train,gossipcop-862560,gossipcop,real,Chance the Rapper: 5 Things You Didn’t Know About 2017 BET Humanitarian Award Winner,images\train\gossipcop-862560_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
12,9,9,9,train,gossipcop-5893961433,gossipcop,fake,Mariah Too Fat To Walk!,images\train\gossipcop-5893961433_0_c589845af4.jpg,ddd8f6eb1317991fb306851232426ad2a3311824a194f8c7bc9ebda1cd9025b1
3,23,23,23,train,gossipcop-896122,gossipcop,real,'Teen Mom' Cast Member Tyler Baltierra Has 'Rough' Thanksgiving Without Catelynn Lowell,images\train\gossipcop-896122_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
6,14,14,14,train,gossipcop-876605,gossipcop,real,Kim Kardashian News Plus Instagram and Snapchat Updates,images\train\gossipcop-876605_1_22757645c6.jpg,143e32ffe52abe2f55d9038e1214a42eb7a6e10881ec609a18be9500ed7f5865
18,6,6,6,train,gossipcop-5758402466,gossipcop,fake,Gwen Stefani Is Still Smitten With Blake Shelton and 'Has Never Once' Tried to Change Him (Exclusive),images\train\gossipcop-5758402466_0_5188f6bfd7.jpg,144f24a855ac78d963787859ca29e3960490e514e809206b009faae2b25b53ff
1,33,33,33,train,gossipcop-9621883806,gossipcop,fake,Miranda Kerr Is Pregnant Again!,images\train\gossipcop-9621883806_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
3,23,23,23,train,gossipcop-2854321309,gossipcop,fake,Jodie Sweetin Attended 'DWTS' Amid Relapse Reports,images\train\gossipcop-2854321309_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
2,25,25,25,train,gossipcop-867129,gossipcop,real,Southern Charm! See the Gorgeous Photos from Thomas Rhett and Lauren Akins' Adorable Family Maternity Shoot,images\train\gossipcop-867129_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
4,18,18,18,train,gossipcop-862548,gossipcop,real,Botched Patient’s Nose Is &quot;Reborn&quot; Without &quot;Horns&quot; on Shocking Episode: See the…,images\train\gossipcop-862548_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
21,6,6,6,train,gossipcop-5347484528,gossipcop,fake,Jason Aldean Net Worth,images\train\gossipcop-5347484528_1_0297d15de6.jpg,fc389a9b25bb547e5ee027e242c37ef3f860af8a75afdbc432c825c19bbf43cc
1,33,33,33,train,gossipcop-845366,gossipcop,real,"Bruce Jenner Tells Diane Sawyer ""I Am a Woman"": Full Interview Blog",images\train\gossipcop-845366_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
1,33,33,33,train,gossipcop-9347617334,gossipcop,fake,Tom Cruise Reportedly Hasn’t Seen Daughter Suri in ‘About Three Years’,images\train\gossipcop-9347617334_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
4,18,18,18,train,gossipcop-857290,gossipcop,real,Luke Pell Confirms He’s Not Headed to Bachelor in Paradise: &quot;It Just Didn’t Feel Right&quot;,images\train\gossipcop-857290_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
2,25,25,25,train,gossipcop-271390612,gossipcop,fake,Eva Longoria Says 'Everything's Uncomfortable' in Pregnancy,images\train\gossipcop-271390612_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
6,14,14,14,train,gossipcop-942680,gossipcop,real,Prince Harry news and updates on Meghan and the Royal baby,images\train\gossipcop-942680_1_22757645c6.jpg,143e32ffe52abe2f55d9038e1214a42eb7a6e10881ec609a18be9500ed7f5865
2,25,25,25,train,gossipcop-876071,gossipcop,real,Snooki Pays Tribute to 5-Year-Old Birthday Boy Son Lorenzo ‘Who Changed My Life for the Better’,images\train\gossipcop-876071_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
2,25,25,25,train,gossipcop-911205800,gossipcop,fake,Paris Jackson Says 'No One From My Family' Reached Out About Attending BBMAs for Aunt Janet's Honor,images\train\gossipcop-911205800_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
9,12,12,12,train,gossipcop-5177133863,gossipcop,fake,Teen Choice Awards Nominations 2017: First Wave Of Nominees – Full List!,images\train\gossipcop-5177133863_0_9aac062785.jpg,7fef15cce525c90be82e7b2c146bdc87813de6b751b08470026e7e92e028e987
2,25,25,25,train,gossipcop-894393,gossipcop,real,Porsha Williams Still Wears Her Wedding Ring from Ex Kordell Stewart: 'It's Costume Jewelry',images\train\gossipcop-894393_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
1,33,33,33,train,gossipcop-2351174301,gossipcop,fake,Nina Dobrev and Orlando Bloom Are Just ‘Friends’,images\train\gossipcop-2351174301_1_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
8,13,13,13,train,gossipcop-4780852492,gossipcop,fake,Faith Hill Wants A Divorce And Is Tired Of Tim McGraw’s Cheating Ways: Report,images\train\gossipcop-4780852492_0_7011549a48.jpg,24a381d1b38177a5d3b7d10fd3cc4fbd2110b51973f600548f55b8d1ee30280e
3,23,23,23,train,gossipcop-916446,gossipcop,real,All the Creative Ways Carrie Underwood Has Hidden Her Face Since Fall,images\train\gossipcop-916446_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
4,18,18,18,train,gossipcop-861808,gossipcop,real,Caitlyn Jenner Spends Father’s Day With Kendall and Kylie After Months of Tension,images\train\gossipcop-861808_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
2,25,25,25,train,gossipcop-2575330358,gossipcop,fake,Ryan Phillippe Sues Ex Elsie Hewitt After She Claimed He Brutally Beat Her in Drunken Rage,images\train\gossipcop-2575330358_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
23,5,5,5,train,gossipcop-948345,gossipcop,real,Kourtney Kardashian's children join their summer vacation with Younes Bendjima on Kardashians,images\train\gossipcop-948345_0_fdaefb8ec4.jpg,2a890006076c9e125d76e4f86b48410512a0d8233d294a62161f7d9b6ebdbbbd
13,8,8,8,train,gossipcop-8801917000,gossipcop,fake,Robert Pattinson confirms he's 'kind of' engaged to singer FKA Twigs,images\train\gossipcop-8801917000_0_fd40f6272e.jpg,3a096c75f092796add8dd2d74062a9d6ed8aa7bc42ca1fbf1e197c30869d66b4
5,15,15,15,train,gossipcop-917192,gossipcop,real,"How to Dress for Your Best Life in March, According to Your Horoscope",images\train\gossipcop-917192_0_1b2781c9c4.jpg,733bcb9966523c9373051c4a0a944151c63feedc07e93564750a26281b7c5573
25,5,5,5,train,gossipcop-924790,gossipcop,real,Check Out a Young Meghan Markle in This Decade-Old Tostitos Commercial.,images\train\gossipcop-924790_1_02dd4906e5.jpg,b381e492131996e2b2cb05959377793c20d0aa815af2f7bc857046983d85eb96
19,6,6,6,train,gossipcop-912751,gossipcop,real,See the Vanderpump Rules Cast's Valentine's Day Grams to Their Lovers,images\train\gossipcop-912751_1_2febc2406e.jpg,43b9f92209e0d573fdc9f9d37d96184695bdd1e7519226f9f62fede6db1b1d91
13,8,8,8,train,gossipcop-4250377443,gossipcop,fake,Kanye West's music banned by radio station after slavery remarks,images\train\gossipcop-4250377443_0_fd40f6272e.jpg,3a096c75f092796add8dd2d74062a9d6ed8aa7bc42ca1fbf1e197c30869d66b4
19,6,6,6,train,gossipcop-851270,gossipcop,real,Inside Olivia Culpo's Dior Cruise 2018 Fashion Show Diary,images\train\gossipcop-851270_1_2febc2406e.jpg,43b9f92209e0d573fdc9f9d37d96184695bdd1e7519226f9f62fede6db1b1d91
2,25,25,25,train,gossipcop-4781000361,gossipcop,fake,Kris Jenner Says Kylie Jenner Is ‘So Dedicated’ as a Mom to 3-Month-Old Stormi,images\train\gossipcop-4781000361_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
1,33,33,33,train,gossipcop-896494,gossipcop,real,Ray J and Princess Love Are Expecting Their First Child,images\train\gossipcop-896494_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
3,23,23,23,train,gossipcop-930749,gossipcop,real,Katy Perry and Orlando Bloom Cozy up for Colosseum Selfie in Rome,images\train\gossipcop-930749_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
14,7,7,7,train,gossipcop-907837,gossipcop,real,"Allison Janney Once Dreamed of Being a Figure Skater (Yes, Really)",images\train\gossipcop-907837_0_e82bd69dcc.jpg,1ea6c1e53f1a42bf9ec83d8741b49ca9f2b4af6908431e6847f6c97cdc19f0e8
4,18,18,18,train,gossipcop-861465,gossipcop,real,Lena Dunham Sheds All Her Clothes to Send a Strong Message About Her Body: &quot;Love It All&quot;,images\train\gossipcop-861465_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
6,14,14,14,train,gossipcop-945764,gossipcop,real,"People's Choice Awards 2018 Winners, News, Nominees and Red Carpet Photos",images\train\gossipcop-945764_1_22757645c6.jpg,143e32ffe52abe2f55d9038e1214a42eb7a6e10881ec609a18be9500ed7f5865
22,5,5,5,train,politifact12104,politifact,real,One in Four – Congressman Joe Pitts – Medium,images\train\politifact12104_0_d6ab0a9a22.jpg,220548327d54cd27e2d9d62c310c778b554258b237ee1b489b15158eec3cec18
2,25,25,25,train,gossipcop-9633211024,gossipcop,fake,Aaron Carter Reveals He Is Attracted to Men and Women in Emotional Letter to Fans: 'This Doesn't Bring Me Shame',images\train\gossipcop-9633211024_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
22,5,5,5,train,politifact11882,politifact,real,What Carly is doing tonight – Carly Fiorina – Medium,images\train\politifact11882_0_d6ab0a9a22.jpg,220548327d54cd27e2d9d62c310c778b554258b237ee1b489b15158eec3cec18
16,7,7,7,train,gossipcop-1526103103,gossipcop,fake,Vanessa Kirby Dismisses Tom Cruise Romance Rumors,images\train\gossipcop-1526103103_0_69e01bbfbb.jpg,3da54976f2cadfc600daf0eda68efb5f13c95da0cf926f7bcae226529457af73
14,7,7,7,train,gossipcop-890899,gossipcop,real,"Where's My Show? World Series Game 7 Bumps Law & Order: SVU, Criminal Minds and More",images\train\gossipcop-890899_0_e82bd69dcc.jpg,1ea6c1e53f1a42bf9ec83d8741b49ca9f2b4af6908431e6847f6c97cdc19f0e8
1,33,33,33,train,gossipcop-880286,gossipcop,real,Josh Duhamel Steps Out Without Wedding Ring After Fergie Split News,images\train\gossipcop-880286_1_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
10,10,10,10,train,gossipcop-928019,gossipcop,real,Kelly Clarkson to host 2018 Billboard Music Awards,images\train\gossipcop-928019_0_32171cb205.jpg,44532a0583eb158cd87c609480854a6cbc6e57383b0ce8e8549208e217683795
3,23,23,23,train,gossipcop-926647,gossipcop,real,Kendra Wilkinson Hangs With 'Jersey Shore' Crew and Tori Spelling After Hank Baskett Split,images\train\gossipcop-926647_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
7,14,14,14,train,gossipcop-950582,gossipcop,real,Video emerges of George Clooney scooter accident in Italy; actor released from hospital,images\train\gossipcop-950582_0_79bba41ed4.jpg,45d13637de0155e764246b9953b417376f6f80163d0242e846b6bbcd8d7ef544
11,10,10,10,train,gossipcop-869284,gossipcop,real,"Update: Selena Gomez Releases Her Most Sexual Song Yet, ‘Fetish’: Watch the Steamy Music Video!",images\train\gossipcop-869284_0_1ae196844c.jpg,6e4f3eafbd3fb4f53cec09c19a6bcc8f9786cc01c8f63de67b99c388b6b7b6d2
17,7,7,7,train,gossipcop-852700,gossipcop,real,Rosario Dawson Finds 26-Year-Old Cousin Dead in Her Los Angeles Home,images\train\gossipcop-852700_0_9f08517f68.jpg,99ad091260bef031fdaddb630f7aeb70911b466bcfe7e5061aa71ab1a64b4117
7,14,14,14,train,gossipcop-938979,gossipcop,real,Royal wedding 2018: The list of who attended Prince Harry and Meghan Markle's wedding,images\train\gossipcop-938979_0_79bba41ed4.jpg,45d13637de0155e764246b9953b417376f6f80163d0242e846b6bbcd8d7ef544
1,33,33,33,train,gossipcop-3326678304,gossipcop,fake,Brad Pitt: Why I’m Walking With a Cane,images\train\gossipcop-3326678304_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
